,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
508,Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,Animation Comedy Family Fantasy Mystery,monster house,Steve Buscemi Jon Heder Catherine O'Hara Gil Kenan Animation Comedy Family Fantasy Mystery
509,Barry Levinson,Bruce Willis,Brían F. O'Byrne,Azura Skye,Comedy Crime Drama Romance,bandits,Bruce Willis Brían F. O'Byrne Azura Skye Barry Levinson Comedy Crime Drama Romance
510,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Action Adventure Romance Thriller,first knight,Julia Ormond Ben Cross John Gielgud Jerry Zucker Action Adventure Romance Thriller
511,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,Drama History Romance,anna and the king,Bai Ling Geoffrey Palmer Randall Duk Kim Andy Tennant Drama History Romance
512,Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,Action Drama Fantasy Romance,immortals,Henry Cavill Daniel Sharman Steve Byers Tarsem Singh Action Drama Fantasy Romance
513,Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,Ransford Doherty,Action Crime Drama Mystery Thriller,hostage,Jimmy Bennett Bruce Willis Ransford Doherty Florent-Emilio Siri Action Crime Drama Mystery Thriller
514,Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,Action Adventure Animation Family Sci-Fi,titan a.e.,Matt Damon Janeane Garofalo Nathan Lane Don Bluth Action Adventure Animation Family Sci-Fi
515,Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin,Action Comedy Crime Thriller,hollywood homicide,Harrison Ford Bruce Greenwood Lena Olin Ron Shelton Action Comedy Crime Thriller
516,Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,Action Drama Sci-Fi,soldier,Connie Nielsen Sean Pertwee Jason Scott Lee Paul W.S. Anderson Action Drama Sci-Fi
517,David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,Drama Horror Sci-Fi Thriller,carriers,Christopher Meloni Kiernan Shipka Lou Taylor Pucci David Pastor Drama Horror Sci-Fi Thriller
518,Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,Animation Comedy Fantasy,monkeybone,Brendan Fraser Bridget Fonda Megan Mullally Henry Selick Animation Comedy Fantasy
519,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,Action Adventure Drama Thriller,flight of the phoenix,Dennis Quaid Tony Curran Miranda Otto John Moore Action Adventure Drama Thriller
520,M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,Drama Mystery Sci-Fi Thriller,unbreakable,Robin Wright Bruce Willis Michael Kelly M. Night Shyamalan Drama Mystery Sci-Fi Thriller
521,Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,Action Animation Comedy Family Sci-Fi,minions,Steve Carell Jon Hamm Steve Coogan Kyle Balda Action Animation Comedy Family Sci-Fi
522,Zack Snyder,Jon Hamm,Abbie Cornish,Scott Glenn,Action Fantasy,sucker punch,Jon Hamm Abbie Cornish Scott Glenn Zack Snyder Action Fantasy
523,Brian De Palma,Nicolas Cage,Mike Starr,John Heard,Crime Mystery Thriller,snake eyes,Nicolas Cage Mike Starr John Heard Brian De Palma Crime Mystery Thriller
524,Barry Levinson,Peter Coyote,James Pickens Jr.,Huey Lewis,Drama Mystery Sci-Fi Thriller,sphere,Peter Coyote James Pickens Jr. Huey Lewis Barry Levinson Drama Mystery Sci-Fi Thriller
525,Clay Kaytis,Peter Dinklage,Josh Gad,Keegan-Michael Key,Action Animation Comedy Family,the angry birds movie,Peter Dinklage Josh Gad Keegan-Michael Key Clay Kaytis Action Animation Comedy Family
526,Andy Tennant,Matthew McConaughey,Ray Winstone,Alexis Dziena,Action Adventure Comedy Romance Thriller,fool's gold,Matthew McConaughey Ray Winstone Alexis Dziena Andy Tennant Action Adventure Comedy Romance Thriller
527,Judd Apatow,Adam Sandler,RZA,Maude Apatow,Comedy Drama,funny people,Adam Sandler RZA Maude Apatow Judd Apatow Comedy Drama
528,Peter Berg,Jennifer Garner,Frances Fisher,Tim McGraw,Action Drama Thriller,the kingdom,Jennifer Garner Frances Fisher Tim McGraw Peter Berg Action Drama Thriller
529,Adam McKay,Will Ferrell,Leslie Bibb,Gary Cole,Action Comedy Sport,talladega nights: the ballad of ricky bobby,Will Ferrell Leslie Bibb Gary Cole Adam McKay Action Comedy Sport
530,Steve Carr,Raven-Symoné,Jeffrey Jones,Kevin Pollak,Comedy Family Fantasy,dr. dolittle 2,Raven-Symoné Jeffrey Jones Kevin Pollak Steve Carr Comedy Family Fantasy
531,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,Biography Drama History War,braveheart,Mhairi Calvey Patrick McGoohan James Robinson Mel Gibson Biography Drama History War
532,Sam Mendes,Jake Gyllenhaal,Brian Geraghty,James Morrison,Action Drama War,jarhead,Jake Gyllenhaal Brian Geraghty James Morrison Sam Mendes Action Drama War
533,David Silverman,Albert Brooks,Yeardley Smith,Marcia Wallace,Adventure Animation Comedy,the simpsons movie,Albert Brooks Yeardley Smith Marcia Wallace David Silverman Adventure Animation Comedy
534,Frank Darabont,Martin Landau,Hal Holbrook,Jeffrey DeMunn,Drama Romance,the majestic,Martin Landau Hal Holbrook Jeffrey DeMunn Frank Darabont Drama Romance
535,Renny Harlin,Sylvester Stallone,Estella Warren,Cristián de la Fuente,Action Drama Sport,driven,Sylvester Stallone Estella Warren Cristián de la Fuente Renny Harlin Action Drama Sport
536,Jean-Jacques Annaud,David Gant,Jean-Claude Dreyfus,Oanh Nguyen,Adventure Drama Family,two brothers,David Gant Jean-Claude Dreyfus Oanh Nguyen Jean-Jacques Annaud Adventure Drama Family
537,M. Night Shyamalan,Bryce Dallas Howard,Judy Greer,William Hurt,Drama Mystery Romance Thriller,the village,Bryce Dallas Howard Judy Greer William Hurt M. Night Shyamalan Drama Mystery Romance Thriller
538,Betty Thomas,Oliver Platt,Raven-Symoné,Peter Boyle,Comedy Family Fantasy,doctor dolittle,Oliver Platt Raven-Symoné Peter Boyle Betty Thomas Comedy Family Fantasy
539,M. Night Shyamalan,Rory Culkin,Merritt Wever,Cherry Jones,Drama Sci-Fi Thriller,signs,Rory Culkin Merritt Wever Cherry Jones M. Night Shyamalan Drama Sci-Fi Thriller
540,Andrew Adamson,Rupert Everett,Jennifer Saunders,Conrad Vernon,Adventure Animation Comedy Family Fantasy Romance,shrek 2,Rupert Everett Jennifer Saunders Conrad Vernon Andrew Adamson Adventure Animation Comedy Family Fantasy Romance
541,John Lasseter,John Ratzenberger,Cheech Marin,George Carlin,Adventure Animation Comedy Family Sport,cars,John Ratzenberger Cheech Marin George Carlin John Lasseter Adventure Animation Comedy Family Sport
542,Garry Marshall,Julia Roberts,Christopher Meloni,Hector Elizondo,Comedy Romance,runaway bride,Julia Roberts Christopher Meloni Hector Elizondo Garry Marshall Comedy Romance
543,Rob Cohen,Vin Diesel,Eve,Leila Arcieri,Action Adventure Thriller,xxx,Vin Diesel Eve Leila Arcieri Rob Cohen Action Adventure Thriller
544,Paul Tibbitt,Tim Conway,Billy West,Eddie Deezen,Adventure Animation Comedy Family Fantasy,the spongebob movie: sponge out of water,Tim Conway Billy West Eddie Deezen Paul Tibbitt Adventure Animation Comedy Family Fantasy
545,Ron Howard,Lili Taylor,Delroy Lindo,Rene Russo,Crime Thriller,ransom,Lili Taylor Delroy Lindo Rene Russo Ron Howard Crime Thriller
546,Quentin Tarantino,Michael Fassbender,Brad Pitt,Christoph Waltz,Adventure Drama War,inglourious basterds,Michael Fassbender Brad Pitt Christoph Waltz Quentin Tarantino Adventure Drama War
547,Steven Spielberg,Robin Williams,Julia Roberts,Bob Hoskins,Adventure Comedy Family Fantasy,hook,Robin Williams Julia Roberts Bob Hoskins Steven Spielberg Adventure Comedy Family Fantasy
548,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,hercules,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
549,Renny Harlin,Bruce Willis,John Amos,Franco Nero,Action Thriller,die hard 2,Bruce Willis John Amos Franco Nero Renny Harlin Action Thriller
550,Clark Johnson,Jeremy Renner,Josh Charles,LL Cool J,Action Adventure Crime Thriller,s.w.a.t.,Jeremy Renner Josh Charles LL Cool J Clark Johnson Action Adventure Crime Thriller
551,unknown,Nicole Beharie,Katia Winter,Lyndie Greenwood,Adventure Drama Fantasy Mystery Thriller,sleepy hollow            ,Nicole Beharie Katia Winter Lyndie Greenwood unknown Adventure Drama Fantasy Mystery Thriller
552,Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky,Tom Cruise Ivana Milicevic Noah Taylor Cameron Crowe Fantasy Mystery Romance Sci-Fi Thriller
553,M. Night Shyamalan,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban,Drama Fantasy Mystery Thriller,lady in the water,Bryce Dallas Howard Freddy Rodríguez Bob Balaban M. Night Shyamalan Drama Fantasy Mystery Thriller
554,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,Action Horror Sci-Fi Thriller,avp: alien vs. predator,Sanaa Lathan Colin Salmon Raoul Bova Paul W.S. Anderson Action Horror Sci-Fi Thriller
555,Betty Thomas,Amy Poehler,Bridgit Mendler,Jesse McCartney,Animation Comedy Family Fantasy Music,alvin and the chipmunks: the squeakquel,Amy Poehler Bridgit Mendler Jesse McCartney Betty Thomas Animation Comedy Family Fantasy Music
556,Randall Wallace,Jon Hamm,Marc Blucas,Chris Klein,Action Drama History War,we were soldiers,Jon Hamm Marc Blucas Chris Klein Randall Wallace Action Drama History War
557,Antoine Fuqua,Gerard Butler,Morgan Freeman,Radha Mitchell,Action Thriller,olympus has fallen,Gerard Butler Morgan Freeman Radha Mitchell Antoine Fuqua Action Thriller
558,Jonathan Frakes,LeVar Burton,Jonathan Frakes,Michael Dorn,Action Adventure Sci-Fi Thriller,star trek: insurrection,LeVar Burton Jonathan Frakes Michael Dorn Jonathan Frakes Action Adventure Sci-Fi Thriller
559,Jonathan Liebesman,Noel Fisher,Jim Parrack,Ramon Rodriguez,Action Sci-Fi,battle los angeles,Noel Fisher Jim Parrack Ramon Rodriguez Jonathan Liebesman Action Sci-Fi
560,Tim Burton,Steve Buscemi,Alison Lohman,Albert Finney,Adventure Drama Fantasy,big fish,Steve Buscemi Alison Lohman Albert Finney Tim Burton Adventure Drama Fantasy
561,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,Drama Horror Romance Thriller,wolf,David Hyde Pierce Peter Gerety Ron Rifkin Mike Nichols Drama Horror Romance Thriller
562,Steven Spielberg,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,Drama War,war horse,Jeremy Irvine Benedict Cumberbatch Eddie Marsan Steven Spielberg Drama War
563,George Clooney,Bill Murray,Matt Damon,Bob Balaban,Drama War,the monuments men,Bill Murray Matt Damon Bob Balaban George Clooney Drama War
564,James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,Adventure Drama Sci-Fi Thriller,the abyss,Michael Biehn Todd Graff Mary Elizabeth Mastrantonio James Cameron Adventure Drama Sci-Fi Thriller
565,Oliver Stone,Frank Langella,Austin Pendleton,John Buffalo Mailer,Drama,wall street: money never sleeps,Frank Langella Austin Pendleton John Buffalo Mailer Oliver Stone Drama
566,Gary Shore,Dominic Cooper,Sarah Gadon,Zach McGowan,Action Drama Fantasy Horror War,dracula untold,Dominic Cooper Sarah Gadon Zach McGowan Gary Shore Action Drama Fantasy Horror War
567,Edward Zwick,Denzel Washington,Bruce Willis,Mark Valley,Action Thriller,the siege,Denzel Washington Bruce Willis Mark Valley Edward Zwick Action Thriller
568,Matthew Vaughn,Henry Cavill,David Kelly,Nathaniel Parker,Adventure Family Fantasy Romance,stardust,Henry Cavill David Kelly Nathaniel Parker Matthew Vaughn Adventure Family Fantasy Romance
569,Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong,Adventure Biography Drama History War,seven years in tibet,Brad Pitt Mako Victor Wong Jean-Jacques Annaud Adventure Biography Drama History War
570,Ron Howard,Channing Tatum,Clint Howard,Chelcie Ross,Comedy Drama,the dilemma,Channing Tatum Clint Howard Chelcie Ross Ron Howard Comedy Drama
571,Joel Schumacher,Anthony Hopkins,Brooke Smith,Garcelle Beauvais,Action Adventure Comedy Thriller,bad company,Anthony Hopkins Brooke Smith Garcelle Beauvais Joel Schumacher Action Adventure Comedy Thriller
572,Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,Dexter Fletcher,Action Adventure Horror Sci-Fi,doom,Dwayne Johnson Ben Daniels Dexter Fletcher Andrzej Bartkowiak Action Adventure Horror Sci-Fi
573,Betty Thomas,Gary Cole,Phill Lewis,Tate Taylor,Action Adventure Comedy Thriller,i spy,Gary Cole Phill Lewis Tate Taylor Betty Thomas Action Adventure Comedy Thriller
574,Måns Mårlind,Theo James,Stephen Rea,Sandrine Holt,Action Fantasy Horror,underworld: awakening,Theo James Stephen Rea Sandrine Holt Måns Mårlind Action Fantasy Horror
575,Adam Shankman,James Martin Kelly,Shane Hartline,Celina Beach,Comedy Drama Musical Romance,rock of ages,James Martin Kelly Shane Hartline Celina Beach Adam Shankman Comedy Drama Musical Romance
576,Gregory Hoblit,Bruce Willis,Cole Hauser,Rory Cochrane,Drama War,hart's war,Bruce Willis Cole Hauser Rory Cochrane Gregory Hoblit Drama War
577,Gary McKendry,Jason Statham,Robert De Niro,Ben Mendelsohn,Action Crime Thriller,killer elite,Jason Statham Robert De Niro Ben Mendelsohn Gary McKendry Action Crime Thriller
578,John McTiernan,LL Cool J,Chris Klein,Andrew Bryniarski,Action Sci-Fi Sport,rollerball,LL Cool J Chris Klein Andrew Bryniarski John McTiernan Action Sci-Fi Sport
579,Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry,Action Crime Sci-Fi Thriller,ballistic: ecks vs. sever,Talisa Soto Sandrine Holt Gregg Henry Wych Kaosayananda Action Crime Sci-Fi Thriller
580,Mikael Salomon,Morgan Freeman,Minnie Driver,Randy Quaid,Action Crime Drama Thriller,hard rain,Morgan Freeman Minnie Driver Randy Quaid Mikael Salomon Action Crime Drama Thriller
581,Bobby Farrelly,Ron Howard,Brandy Norwood,David Hyde Pierce,Action Adventure Animation Comedy Crime Family Fantasy,osmosis jones,Ron Howard Brandy Norwood David Hyde Pierce Bobby Farrelly Action Adventure Animation Comedy Crime Family Fantasy
582,Will Finn,Lea Michele,Oliver Platt,Jim Belushi,Adventure Animation Family Fantasy Musical,legends of oz: dorothy's return,Lea Michele Oliver Platt Jim Belushi Will Finn Adventure Animation Family Fantasy Musical
583,Michael Mann,Chris Hemsworth,Archie Kao,Brandon Molale,Action Crime Drama Mystery Thriller,blackhat,Chris Hemsworth Archie Kao Brandon Molale Michael Mann Action Crime Drama Mystery Thriller
584,Kerry Conran,Angelina Jolie Pitt,Laurence Olivier,Bai Ling,Action Adventure Mystery Sci-Fi Thriller,sky captain and the world of tomorrow,Angelina Jolie Pitt Laurence Olivier Bai Ling Kerry Conran Action Adventure Mystery Sci-Fi Thriller
585,Michael Caton-Jones,Charlotte Rampling,Indira Varma,Neil Maskell,Crime Mystery Thriller,basic instinct 2,Charlotte Rampling Indira Varma Neil Maskell Michael Caton-Jones Crime Mystery Thriller
586,Mikael Håfström,Sylvester Stallone,50 Cent,Matt Gerald,Action Crime Mystery Sci-Fi Thriller,escape plan,Sylvester Stallone 50 Cent Matt Gerald Mikael Håfström Action Crime Mystery Sci-Fi Thriller
587,Renny Harlin,Roxanne McKee,Luke Newberry,Gaia Weiss,Action Adventure Fantasy,the legend of hercules,Roxanne McKee Luke Newberry Gaia Weiss Renny Harlin Action Adventure Fantasy
588,Phil Alden Robinson,Morgan Freeman,Bruce McGill,Philip Baker Hall,Action Drama Thriller,the sum of all fears,Morgan Freeman Bruce McGill Philip Baker Hall Phil Alden Robinson Action Drama Thriller
589,David Slade,Robert Pattinson,Kristen Stewart,Anna Kendrick,Adventure Drama Fantasy Romance,the twilight saga: eclipse,Robert Pattinson Kristen Stewart Anna Kendrick David Slade Adventure Drama Fantasy Romance
590,Frank Oz,Robert De Niro,Marlon Brando,Gary Farmer,Crime Drama Thriller,the score,Robert De Niro Marlon Brando Gary Farmer Frank Oz Crime Drama Thriller
591,Pierre Coffin,Steve Carell,Miranda Cosgrove,Jack McBrayer,Animation Comedy Family,despicable me,Steve Carell Miranda Cosgrove Jack McBrayer Pierre Coffin Animation Comedy Family
592,Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,Action Comedy Crime Drama Thriller,money train,Vincent Pastore Robert Blake Aida Turturro Joseph Ruben Action Comedy Crime Drama Thriller
593,Seth MacFarlane,Liam Neeson,Morgan Freeman,Seth MacFarlane,Comedy,ted 2,Liam Neeson Morgan Freeman Seth MacFarlane Seth MacFarlane Comedy
594,Alejandro Amenábar,Max Minghella,Ashraf Barhom,Rupert Evans,Adventure Drama History Romance,agora,Max Minghella Ashraf Barhom Rupert Evans Alejandro Amenábar Adventure Drama History Romance
595,Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard,Action Comedy Fantasy Sci-Fi,mystery men,Janeane Garofalo Wes Studi Eddie Izzard Kinka Usher Action Comedy Fantasy Sci-Fi
596,Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,Stephen Merchant,Comedy Romance,hall pass,Jenna Fischer Larry Joe Campbell Stephen Merchant Bobby Farrelly Comedy Romance
597,Michael Mann,Al Pacino,Rip Torn,Debi Mazar,Biography Drama Thriller,the insider,Al Pacino Rip Torn Debi Mazar Michael Mann Biography Drama Thriller
598,Craig Gillespie,Michael Raymond-James,Abraham Benrubi,Graham McTavish,Action Drama History Thriller,the finest hours,Michael Raymond-James Abraham Benrubi Graham McTavish Craig Gillespie Action Drama History Thriller
599,Ridley Scott,Leonardo DiCaprio,Simon McBurney,Michael Gaston,Action Drama Thriller,body of lies,Leonardo DiCaprio Simon McBurney Michael Gaston Ridley Scott Action Drama Thriller
600,Jay Roach,Steve Carell,Stephanie Szostak,Bruce Greenwood,Comedy,dinner for schmucks,Steve Carell Stephanie Szostak Bruce Greenwood Jay Roach Comedy
601,Timur Bekmambetov,Rufus Sewell,Dominic Cooper,Benjamin Walker,Action Fantasy Horror,abraham lincoln: vampire hunter,Rufus Sewell Dominic Cooper Benjamin Walker Timur Bekmambetov Action Fantasy Horror
602,Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,Action Crime Romance Thriller,entrapment,Will Patton Kevin McNally Maury Chaykin Jon Amiel Action Crime Romance Thriller
603,unknown,Hector Elizondo,Kaitlyn Dever,Nancy Travis,Comedy,last man standing            ,Hector Elizondo Kaitlyn Dever Nancy Travis unknown Comedy
604,Rob Bowman,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,Drama Mystery Sci-Fi Thriller,the x files,Martin Landau Mitch Pileggi Jeffrey DeMunn Rob Bowman Drama Mystery Sci-Fi Thriller
605,Doug Lefler,Colin Firth,Nonso Anozie,Owen Teale,Action Adventure Fantasy War,the last legion,Colin Firth Nonso Anozie Owen Teale Doug Lefler Action Adventure Fantasy War
606,Steven Spielberg,Tom Hanks,Vin Diesel,Matt Damon,Action Drama War,saving private ryan,Tom Hanks Vin Diesel Matt Damon Steven Spielberg Action Drama War
607,Scott Waugh,Rami Malek,Dominic Cooper,Ramon Rodriguez,Action Crime Drama Thriller,need for speed,Rami Malek Dominic Cooper Ramon Rodriguez Scott Waugh Action Crime Drama Thriller
608,Nancy Meyers,Judy Greer,Lisa Edelstein,Loretta Devine,Comedy Fantasy Romance,what women want,Judy Greer Lisa Edelstein Loretta Devine Nancy Meyers Comedy Fantasy Romance
609,Chris Wedge,Goran Visnjic,Stephen Root,Denis Leary,Adventure Animation Comedy Family,ice age,Goran Visnjic Stephen Root Denis Leary Chris Wedge Adventure Animation Comedy Family
610,Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,Drama Horror Sci-Fi Thriller,dreamcatcher,Morgan Freeman Michael O'Neill Reece Thompson Lawrence Kasdan Drama Horror Sci-Fi Thriller
